kurang_frofisional,kurang_profesional
rwt,rawat
bagusy,bagus
pling,paling
ksi,kasih
respone,respon
masarakat,masyarakat
dtlp,telepon
gapunya,tidak_punya
sistim,sistem
kurangg,kurang
cuapeknyak,capek
faskesnya,fasilitas kesehatan
belun,belum
mw,mau
megaah,megah
kagak,tidak
anaknya,anak
dtang,datang
cmnau,cuma
dulunya,dulu
dakit,sakit
dokternnya,dokter
kurang_klo,kurang_kalau
tidak_pke,tidak_pakai
karana,karena
smpai,sampai
tlh,telah
ksini,kesini
samgat,sangat
ntaah,entah
mantaf,mantap
berkwalitas,berkualitas
ajlah,saja
perawatnta,perawat
smua,semua
pelayanannya,pelayanan
peralatannya,perlatan
kurang_byk,kurang_banyak
huaada,husada
prwt,perawat
penangananya,penanganan
sma,sama
mnjadi,menjadi
smbuh,sembuh
opnam,opname
hmba,hamba
rsax,rasa
fasilitaanya,fasilitas
spes,spesialis
rumah_sakitx,rumah_sakit
staffx,staf
jngan,jangan
tertuay,tertua
sna,sana
hri,hari
pelayananx,pelayanan
pasienx,pasien
cpy,supaya
tampa,tanpa
kesehatnnya,kesehatan
lengkapp,lengkap
bandinkan,bandingkan
kluarga,keluarga
brkunjung,berkunjung
rsi,rumah_sakit
spc,spesialis
ruwet,ribet
twrus,terus
beobat,berobat
telfn,telepon
hub,hubung
unt,untuk
sejuky,sejuk
cukup_semrawut,cukup_berantakan
kbrin,kabarin
sakiy,sakit
bertraf,bertaraf
jengan,dengan
bezoek,besuk
buersih,bersih
keramahannya,ramah
pesis,seperti
ramsay,ramah
pekerjaanya,pekerjaan
kanapa,kenapa
banayakn,banyak
kurnk,kurang
tidak_ramahnya,tidak_ramah
rymah,rumah
fan,dan
inie,ini
pasienx,pasien
mengalamix,mengalami
pembantaiian,pembantaian
nyma,nyaman
bnar,benar
dsertai,disertai
parkisnya,parkir
bangetya,banget
pelyann,pelayanan
adiminstrasi,administrasi
lngsg,langsung
dsrh,disuruh
mngrus,mengurus
bserta,beserta
sngat,sangat
nngis,nangis
sdgkan,sedangkan
bkin,bikin
ksal,kesal
dkter,dokter
smbil,sambil
labnya,laboratorium
clinic,poliklinik
kelamaan,lama
menanggani,menangani
brjln,berjalan
lncr,lancar
nqqk,tidak
attitute,sopan
ksh,kasih
dirwat,dirawat
skrng,sekarang
ingt,ingat
nyampek,sampai
bnjir,banjir
hmpir,hampir
thun,tahun
tidak_ksna,tidak_kesana
knangan,kenangan
pnjaringan,penjaringan
srmua,semua
mao,mau
jls,jelas
lwt,lewat
klinik,poliklinik
bndg,bandung
memuas,memuaskan
tidak_memusakan,tidak_memuaskan
sekuritynya,satpam
bezook,besuk
dangat,sangat
doktrnya,dokter
bbrpa,beberapa
tmpatnya,tempat
sngt,sangat
hrsnya,harusnya
unt,untuk
ndak,tidak
jauhh,jauh
tidak_rekomended,tidak_rekomendasi
tidak_pernh,tidak_pernah
sbgai,sebagai
menjadukan,menjadikan
ktnya,katanya
kelg,keluarga
apalg,apalagi
larang,mahal
mehong,mahal
maal,mall
piye,bagaimana
bezuk,besuk
smgy,semangat
canghih,canggih
istimewah,istimewa
cukup_lbih,cukup_lebih
sma,sama
shingga,sehingga
rsudnya,rumah_sakit
prrubahan,perubahan
bkin,buat
lengkaap,lengkap
sakity,sakit
lm,lama
ampe,sampai
medisny,medis
khususny,khusus
tunjanganny,tunjangan
onlen,online
improve,tingkatkan
sekurity,satpam
hdp,hidup
dsana,disana
polo,poliklinik
psa,periksa
tlat,telat
pke,pakai
stngah,setengah
lbih,lebih
wlau,walau
kbtulan,kebetulan
mmuaskan,memuaskan
satandrt,standar
nertawain,menertawakan
semurawut,semrawut
ppelayanan,pelayanan
untut,untuk
taun,tahun
pasilitasnya,fasilitas
busuk,buruk
belum_jg,belum_juga
nnti,nanti
baruaa,baru
naya,nanya
almamat,alamat
tlong,tolong
mngnang,mengenang
prsedur,prosedur
playanan,pelayanan
ruanganna,ruangan
pinuh,penuh
kudu,harus
adex,adik
tlvon,telepon
angkt,angkat
tidak_bad,tidak_buruk
nyusahin,menyusahkan
smprna,sempurna
bcz,karena
lgsng,langsung
ttep,tetap
kenpa,kenapa
gkbsa,tidak_bisa
anteri,antre
bgini,begini
krj,kerja
bagaiman,bagaimana
kmrn,kemarin
telf,telepon
gausah,tidak_usah
antriannyapun,antre
trimakasi,terima_kasih
pk,pakai
pasiem,pasien
aj,saja
pake,pakai
tidak_pk,tidak_pakai
bgitu,begitu
tmn,teman
hbgi,hubungi
ksna.kesana
blg,bilang
rmah,rumah
sebagaj,sebagai
klhann,kelihatan
kekerangn,kekurangan
ntar,nanti
daei,dari
mgkin,mungkin
msk,masuk
tdr,tidur
krluarga,keluarga
adlh,adalah
shlt,shalat
mnangani,menangani
maen,main
klau,kalau
hri,hari
trun,turun
kmi,kami
hri,hari
pns,panas
drmh,rumah
tidak_brtnggung,tidak_bertanggung
brsiap,bersiap
mkin,makin
bkin,bikin
bwa,bawa
dgan,dengan
dsni,disini
brrti,berarti
pembyrn,pembayaran
stelah,setelah
bgett,banget
jng,jangan
selimbut,selimut
bwh,bawah
luamaa,lama
lap,lapangan
jadual,jadwal
brbeda,berbeda
rmhskt,rumah_sakit
ksh,kasih
ribey,ribet
mgkin,mungkin
gaktau,tidak_tahu
gausaj,tidak_usah
antr,antar
kshan,kasihan
bngt,banget
gasopan,tidak_sopan
lmbt,lambat
mlas,malas
klrganya,keluarga
bgi,bagi
mkanan,makanan
brjlan,berjalan
dijurangi,dikurangi
byr,bayar
kendraan,kendaraan
tsbt,tersebut
dokfer,dokter
maximal,maksimal
sayaa,saya
susterx,suster
lamax,lama
lgsg,langsung
hrsny,harusnya
bnr,benar
dijln,dijalan
okname,opname
hrp,harap
ringa,ringan
srta,serta
gatau,tidak_tahu
sgala,segala
rs,rumah_sakit
online,daring
pelayanannya,pelayanan
fasilitasnya,fasilitas
udah,sudah
petugasnya,petugas
manggil,panggil
memanggil,panggil
